,product_id,product_name,category,segment,size,color,price,cogs,residual_log_price_cogs,residual_pct_price_cogs
0,536,SaigonFlex UC-01,Streetwear,Everyday,S,green,11059.65,9704.842875,0.10573214328452707,11.153688076178204
1,537,SaigonFlex UC-02,Streetwear,Everyday,M,silver,9523.076012658228,5393.87025356962,-0.3256718383767474,-27.799511142393747
2,538,SaigonFlex UC-03,Streetwear,Everyday,L,pink,15951.633157894736,11371.919278263158,-0.11742828056931032,-11.080438067862064
3,539,SaigonFlex UC-04,Streetwear,Everyday,XL,yellow,15753.7172985782,8573.172953886256,-0.386898469990939,-32.08653691867378
4,540,SaigonFlex UC-05,Streetwear,Everyday,S,red,15766.334536082471,14063.570406185569,0.1071716101492246,11.31342155672528
5,541,SaigonFlex UC-06,Streetwear,Everyday,M,black,16095.853846153846,15291.061153846153,0.16929120783002283,18.447930325948178
6,542,SaigonFlex UC-07,Streetwear,Everyday,L,orange,9213.817741935483,6152.066106290323,-0.15976834458019873,-14.767924141253896
7,543,SaigonFlex UC-08,Streetwear,Everyday,XL,blue,40.39417781955786,22.487747716270597,-0.09471900137797107,-9.401238890673595
8,544,SaigonFlex UC-09,Streetwear,Everyday,S,white,11334.106451612904,8528.91510483871,-0.04896059917232165,-4.77866874014037
9,545,SaigonFlex UC-10,Streetwear,Everyday,M,purple,10045.678411214954,9091.338962149532,0.14064092299885544,15.103039123436183
10,546,SaigonFlex UC-11,Streetwear,Everyday,L,green,16066.115625,13338.089191875,0.034583264312415096,3.519095003835662
11,547,SaigonFlex UC-12,Streetwear,Everyday,XL,silver,6544.421470588235,4298.376021882353,-0.1617840472261065,-14.940467997503983
12,548,SaigonFlex UC-13,Streetwear,Everyday,S,pink,6163.409553488373,4883.885730184186,0.028393366711153334,2.8806367502351744
13,549,SaigonFlex UC-14,Streetwear,Everyday,M,yellow,6655.753057615516,5205.464466361095,0.012070094563757294,1.2145593236577956
14,550,SaigonFlex UC-15,Streetwear,Everyday,L,red,5184.6242217898825,3404.7427264494163,-0.15209921730360598,-14.113253411054579
15,551,SaigonFlex UC-16,Streetwear,Everyday,XL,black,11245.40662055336,10683.136289525692,0.18440719741430556,20.25281751547473
16,552,SaigonFlex UC-17,Streetwear,Everyday,S,orange,11588.85,11009.4075,0.18313908918087485,20.100336481893507
17,553,SaigonFlex UC-18,Streetwear,Everyday,M,blue,11516.617241379312,9748.816494827586,0.06806203842650049,7.04394478604958
18,554,SaigonFlex UC-19,Streetwear,Everyday,L,white,10501.44709090909,6426.885619636364,-0.2523819373241061,-22.307902791134985
19,555,SaigonFlex UC-20,Streetwear,Everyday,XL,purple,10520.478996539792,9994.455046712805,0.18721608743477702,20.59126761566259
20,556,SaigonFlex UC-21,Streetwear,Everyday,S,green,10268.64391304348,9686.411803173914,0.18116050640631975,19.86321244711533
21,557,SaigonFlex UC-22,Streetwear,Everyday,M,silver,10090.442604501608,7554.714377990354,-0.049120234890416725,-4.793938947197959
22,558,SaigonFlex UC-23,Streetwear,Everyday,L,pink,18269.37,14094.818955,-0.04415997199801325,-4.320204860309294
23,559,SaigonFlex UC-24,Streetwear,Everyday,XL,yellow,7658.988223707352,6569.1141994737945,0.09840447185018064,10.342636254136435
24,560,SaigonFlex UC-25,Streetwear,Everyday,S,red,8428.274494382023,7354.512323797754,0.11158907047848032,11.807127219664068
25,561,SaigonFlex UC-26,Streetwear,Everyday,M,black,8951.670000000002,7753.936554000001,0.10168830231511272,10.705363885119311
26,562,SaigonFlex UC-27,Streetwear,Everyday,L,orange,11109.750837988828,10554.263296089386,0.18491878666244865,20.3143881662198
27,563,SaigonFlex UC-28,Streetwear,Everyday,XL,blue,9445.094755700327,8972.84001791531,0.1917613508284841,21.140992559153908
28,564,SaigonFlex UC-29,Streetwear,Everyday,S,white,11503.8,7876.651859999999,-0.14399616139925087,-13.412367066325908
29,565,SaigonFlex UC-30,Streetwear,Everyday,M,purple,10752.791426927502,9051.699823187571,0.06538845475962063,6.75816177287651
30,566,SaigonFlex UC-31,Streetwear,Everyday,L,green,11783.942843326886,9612.16217730174,0.030034737195984818,3.0493598461127194
31,567,SaigonFlex UC-32,Streetwear,Everyday,XL,silver,10134.776887966806,8711.854212896265,0.08880663683692447,9.288096545675769
32,568,SaigonFlex UC-33,Streetwear,Everyday,S,pink,10532.698282442749,7628.833365973283,-0.08405801834316406,-8.063180218801104
33,569,SaigonFlex UC-34,Streetwear,Everyday,M,yellow,12601.622727272726,11971.54159090909,0.17960744973578713,19.67671557490476
34,570,SaigonFlex UC-35,Streetwear,Everyday,L,red,6934.761627906977,6364.030745930232,0.17019839107282486,18.557459336396974
35,571,SaigonFlex UC-36,Streetwear,Everyday,XL,black,6325.199999999999,6008.939999999999,0.20866281464129877,23.207708165958255
36,572,SaigonFlex UC-37,Streetwear,Everyday,S,orange,5428.175373134329,5156.766604477612,0.21510972151450858,24.00556566321818
37,573,SaigonFlex UC-38,Streetwear,Everyday,M,blue,3743.690322580645,2813.7576464516133,-0.0034122306617110354,-0.34076221219206265
38,574,SaigonFlex UC-39,Streetwear,Everyday,L,white,10912.659378640778,10134.58676494369,0.16299929199536223,17.70564177313174
39,575,SaigonFlex UC-40,Streetwear,Everyday,XL,purple,11157.957055214723,10600.059202453987,0.1847362778858983,20.292419244336415
40,576,SaigonFlex UC-41,Streetwear,Everyday,S,green,18775.840588235293,12572.302857882352,-0.18695863842543936,-17.05332061157764
41,577,SaigonFlex UC-42,Streetwear,Everyday,M,silver,12288.258347826088,9234.626148391304,-0.053699239785643726,-5.228826633892987
42,578,SaigonFlex UC-43,Streetwear,Everyday,L,pink,9414.213956043955,6648.317895758242,-0.10462550942858329,-9.935170859158456
43,579,SaigonFlex UC-44,Streetwear,Everyday,XL,yellow,15941.109130434785,14039.334811173912,0.09395867650667711,9.852205888454888
44,580,SaigonFlex UC-45,Streetwear,Everyday,S,red,9901.548539325842,9406.47111235955,0.18977192022760825,20.900068285033953
45,581,SaigonFlex UC-46,Streetwear,Everyday,M,black,16696.35,14125.112099999997,0.05181235639348358,5.318206684448992
46,582,SaigonFlex UC-47,Streetwear,Everyday,L,orange,4283.701578947369,3193.499527105263,-0.017248294683529508,-1.7105657566459997
47,583,SaigonFlex UC-48,Streetwear,Everyday,XL,blue,6610.571739130435,4418.506150434782,-0.1447054655268225,-13.474927249086182
48,584,SaigonFlex UC-49,Streetwear,Everyday,S,white,7436.313925233644,4666.286988084112,-0.21280458347361098,-19.171912357308877
49,585,SaigonFlex UC-50,Streetwear,Everyday,M,purple,5044.252669537136,4792.040036060279,0.21820185008752624,24.3901405778323
50,586,SaigonFlex UC-51,Streetwear,Everyday,L,green,4552.686272040302,4325.051958438287,0.22252398233331938,24.92977678816963
